Bird,ORICOLL,AGECOLL,MTHCOLL,AGECURR,scapsH,scapsS,scapsB,breastH,breastS,breastB,crownH,crownS,crownB
288,arquata,ad,sep,1913,35.16988235,55.38901961,8.31254902,28.89317647,56.91490196,27.40156863,26.08094118,56.36039216,17.14627451
289,arquata,ad,may,1912,31.20705882,50.79058824,11,30.52235294,52.54078431,28.71411765,NA,NA,NA
290,arquata,1y,sep,1912,28.86635294,60.40156863,9.08627451,28.93411765,61.14,21.38666667,27.20470588,57.48039216,14.57764706
291,arquata,NA,NA,1883,30.16235294,60.95803922,10.96745098,29.52988235,59.07176471,25.0945098,27.64376471,57.75529412,15.84705882
292,arquata,ad,nov,1910,34.17882353,56.21882353,7.694509804,29.87435294,60.51960784,27.07803922,28.02494118,58.13568627,12.52784314
293,arquata,1y,nov,1920,34.46964706,55.73686275,9.316078431,30.28376471,58.59176471,27.28627451,27.24423529,54.53529412,13.44313725
294,arquata,1y,sep,1908,35.53552941,54.40784314,9.142352941,29.34070588,54.18745098,24.80313725,31.28894118,57.88,8.038039216
295,arquata,ad,dec,1881,29.42682353,57.04352941,11.51843137,28.92564706,54.84705882,29.23882353,27.23011765,53.96156863,17.59254902
296,arquata,1y,jun,1924,34.94541176,58.80352941,9.080392157,29.28282353,56.96117647,25.39176471,NA,NA,NA
297,arquata,1y,sep,1913,34.76894118,54.78039216,9.005098039,30.72282353,54.24941176,29.40705882,30.01552941,60.71058824,9.480392157
298,arquata,ad,jan,1892,32.34352941,58.07568627,12.1145098,30.22164706,57.08627451,29.51058824,NA,NA,NA
299,arquata,ad,dec,1896,33.83435294,54.5572549,11.23647059,29.34635294,58.72039216,25.5827451,27.67058824,55.27294118,18.34039216
300,arquata,ad,jun,1882,31.90305882,56.72,10.06705882,30.00705882,56.73686275,21.39921569,27.03952941,54.42352941,15.39333333
301,arquata,ad,jan,1890,33.19905882,55.52235294,10.52627451,29.92658824,53.0745098,34.45058824,NA,NA,NA
302,arquata,1y,jul,1867,32.43952941,56.1054902,10.76941176,29.65552941,62.1972549,23.30117647,NA,NA,NA
303,arquata,ad,jan,1890,31.82258824,56.22470588,10.19960784,29.61458824,51.80392157,35.94980392,NA,NA,NA
304,arquata,1y,jul,1922,33.02117647,58.50901961,7.644705882,28.21976471,58.46235294,24.7745098,29.07529412,58.46352941,9.547058824
305,arquata,ad,dec,1922,32.53129412,57.98823529,9.827058824,29.82070588,57.24980392,31.51098039,30.57741176,61.29176471,8.660392157
306,arquata,ad,dec,1893,33.54211765,58.07960784,9.38745098,29.58635294,60.67529412,25.67529412,28.11670588,57.09058824,11.31215686
307,arquata,ad,sep,1922,31.79294118,56.68666667,10.82078431,29.25458824,55.52156863,30.08588235,28.64329412,56.32235294,15.23686275
308,arquata,ad,dec,1843,30.73694118,57.83058824,12.45372549,32.30541176,58.20039216,34.65529412,NA,NA,NA
309,arquata,ad,mar,1892,37.29176471,56.21803922,8.322352941,28.74917647,55.84941176,23.90078431,NA,NA,NA
310,arquata,1y,sep,1897,30.89364706,57.6054902,7.799215686,30.50964706,54.67764706,24.68235294,27.54917647,59.30745098,9.777647059
311,arquata,ad,sep,1913,31.36941176,55.81921569,10.06745098,28.83105882,56.4027451,29.18078431,NA,NA,NA
312,arquata,ad,jun,1882,33.37694118,56.70313725,10.94117647,29.92235294,58.9027451,24.4654902,29.06682353,58.93137255,8.806666667
313,arquata,ad,mar,1894,28.88894118,60.95607843,11.16392157,30.73270588,56.23764706,27.46784314,29.87717647,62.87137255,11.93647059
314,orientalis,ad,nov,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,orientalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,orientalis,ad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,orientalis,ad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,orientalis,ad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,orientalis,ad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,orientalis,ad,feb,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,orientalis,ad,feb,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,orientalis,NA,feb,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,orientalis,NA,feb,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,orientalis,NA,feb,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,orientalis,NA,apr,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,orientalis,NA,feb,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,orientalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,orientalis,ad,may,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,orientalis,NA,may,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,orientalis,1y,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,orientalis,ad,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,orientalis,1y,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,orientalis,1y,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,orientalis,1y,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,orientalis,1y,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,orientalis,1y,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,orientalis,ad,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,orientalis,1y,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,orientalis,1y,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,orientalis,1y,aug,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,orientalis,1y,aug,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,orientalis,ad,nov,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,orientalis,ad,nov,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,orientalis,ad,nov,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,orientalis,ad,nov,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,orientalis,ad,nov,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,orientalis,ad,nov,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,orientalis,ad,nov,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,orientalis,ad,nov,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,orientalis,NA,nov,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,orientalis,ad,jan,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,orientalis,NA,oct,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,orientalis,ad,aug,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,orientalis,1y,aug,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,orientalis,ad,jan,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,orientalis,ad,mar,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,orientalis,ad,nov,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,orientalis,NA,feb,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,orientalis,1y,jul,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,orientalis,NA,apr,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,orientalis,ad,apr,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,orientalis,ad,jan,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,orientalis,ad,jan,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,orientalis,ad,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,orientalis,1y,oct,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,orientalis,ad,mar,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,orientalis,ad,mar,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,orientalis,NA,jan,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,orientalis,ad,nov,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,orientalis,1y,aug,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,orientalis,ad,aug,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,orientalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,orientalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,orientalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,orientalis,ad,may,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,orientalis,NA,jan,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,orientalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,orientalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,orientalis,ad,jun,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,orientalis,NA,jun,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,orientalis,NA,jun,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,orientalis,1y,jun,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,orientalis,NA,may,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,orientalis,NA,may,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,orientalis,NA,mar,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,orientalis,NA,mar,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,orientalis,ad,mar,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,orientalis,1y,oct,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,orientalis,ad,mar,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,orientalis,ad,oct,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,orientalis,ad,oct,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,orientalis,ad,oct,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,orientalis,ad,oct,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,orientalis,ad,oct,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,orientalis,ad,sep,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,orientalis,ad,sep,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,orientalis,1y,sep,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,orientalis,1y,sep,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,orientalis,ad,sep,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,orientalis,ad,apr,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,orientalis,ad,mar,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,orientalis,ad,mar,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,orientalis,NA,mar,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,orientalis,1y,sep,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,orientalis,NA,jan,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,orientalis,NA,jan,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,orientalis,1y,nov,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,orientalis,ad,nov,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,orientalis,1y,oct,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,orientalis,1y,sep,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,orientalis,ad,oct,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,orientalis,ad,oct,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,orientalis,ad,nov,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,orientalis,ad,nov,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,orientalis,ad,oct,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,orientalis,ad,oct,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,orientalis,ad,sep,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,orientalis,ad,sep,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,orientalis,ad,mar,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,orientalis,ad,mar,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,orientalis,ad,may,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,orientalis,ad,jan,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,orientalis,ad,nov,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,orientalis,1y,oct,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,orientalis,ad,mar,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,orientalis,ad,mar,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,orientalis,ad,mar,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,orientalis,ad,mar,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,orientalis,ad,mar,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,orientalis,ad,jan,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,orientalis,ad,feb,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,orientalis,ad,dec,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,orientalis,1y,nov,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,orientalis,NA,mar,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,orientalis,ad,dec,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,orientalis,ad,mar,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,orientalis,ad,feb,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,orientalis,NA,feb,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,orientalis,NA,dec,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,orientalis,ad,feb,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,orientalis,ad,feb,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,orientalis,ad,apr,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,orientalis,ad,dec,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,orientalis,NA,dec,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,orientalis,ad,dec,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,orientalis,ad,oct,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,orientalis,ad,oct,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,orientalis,ad,dec,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,orientalis,ad,dec,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,orientalis,NA,dec,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,orientalis,1y,sep,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,orientalis,1y,sep,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,orientalis,NA,apr,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,orientalis,ad,may,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,orientalis,NA,mar,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,orientalis,ad,oct,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,orientalis,ad,oct,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,orientalis,ad,oct,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,orientalis,ad,jun,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,orientalis,ad,apr,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,orientalis,ad,jan,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,orientalis,NA,feb,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,orientalis,ad,jan,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,orientalis,ad,NA,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,orientalis,NA,oct,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,orientalis,1y,oct,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,orientalis,1y,oct,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,orientalis,1y,oct,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,orientalis,ad,apr,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,orientalis,NA,apr,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,orientalis,NA,feb,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,orientalis,ad,apr,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,orientalis,ad,apr,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,orientalis,NA,dec,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,orientalis,ad,dec,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,orientalis,ad,nov,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,orientalis,NA,nov,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,orientalis,NA,nov,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,orientalis,ad,oct,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,orientalis,ad,oct,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,orientalis,ad,jun,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,orientalis,ad,nov,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,orientalis,NA,nov,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,orientalis,NA,nov,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,orientalis,NA,jul,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,orientalis,NA,jan,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,orientalis,NA,sep,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,orientalis,ad,apr,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,orientalis,ad,apr,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,orientalis,ad,apr,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,orientalis,ad,apr,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,orientalis,NA,apr,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,orientalis,NA,apr,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,orientalis,ad,dec,1902,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,orientalis,ad,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,orientalis,ad,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,orientalis,ad,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,orientalis,ad,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,orientalis,ad,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,orientalis,NA,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,orientalis,NA,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,orientalis,ad,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,orientalis,ad,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,orientalis,ad,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,orientalis,ad,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,orientalis,ad,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,orientalis,ad,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,orientalis,NA,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,orientalis,NA,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,orientalis,NA,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,orientalis,NA,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,orientalis,NA,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,orientalis,NA,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,orientalis,NA,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,orientalis,NA,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,orientalis,NA,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,orientalis,ad,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,orientalis,NA,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,orientalis,NA,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,orientalis,NA,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,orientalis,ad,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,orientalis,ad,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,orientalis,ad,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,orientalis,NA,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,orientalis,NA,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,orientalis,ad,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,orientalis,ad,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,orientalis,NA,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,orientalis,NA,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,orientalis,NA,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,orientalis,NA,jan,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,orientalis,ad,nov,1871,29.14588235,58.95803922,16.43607843,30.87105882,55.96705882,38.20509804,28.15482353,60.16117647,20.4345098
555,orientalis,ad,nov,1871,30.81458824,60.92627451,9.076078431,30.76094118,57.30901961,30.49294118,28.30588235,58.80431373,18.97294118
556,orientalis,ad,nov,1880,31.58117647,60.02862745,11.39215686,30.15952941,51.28352941,42.84509804,29.31105882,58.45137255,16.92039216
557,orientalis,ad,nov,1865,30.41647059,62.30823529,13.06039216,31.12094118,58.52784314,36.92,28.14776471,60.90509804,15.36784314
558,orientalis,ad,jul,1919,30.77647059,63.08,10.78588235,31.66305882,55.71803922,44.82509804,28.43152941,59.82509804,15.75137255
559,orientalis,ad,dec,1873,30.17364706,59.81647059,13.32078431,32.61035294,55.45647059,37.54039216,29.39435294,61.28901961,19.4772549
560,orientalis,ad,dec,1871,30.47435294,60.55882353,12.02039216,31.20282353,57.52470588,33.46196078,28.06870588,58.96666667,25.57607843
561,orientalis,ad,nov,1865,31.79011765,60.8227451,13.18745098,30.30494118,57.91529412,38.84980392,28.52611765,59.19215686,25.75921569
562,orientalis,ad,mar,1876,29.4,59.77019608,16.56823529,31.07576471,55.48392157,37.11882353,28.80282353,55.87333333,23.74588235
563,orientalis,ad,feb,1880,31.18447059,59.05921569,12.39960784,30.35294118,55.87529412,34.34509804,30.49835294,56.16666667,16.96509804
564,orientalis,ad,dec,1871,36.17505882,58.62627451,12.73098039,30.44752941,55.22666667,38.76078431,27.792,57.59058824,19.7827451
565,orientalis,ad,nov,1870,30.75247059,59.05960784,13.41921569,30.65505882,53.85176471,34.67176471,27.21458824,56.3145098,24.59764706
566,orientalis,ad,dec,1878,NA,NA,NA,31.08988235,54.42784314,25.58823529,29.42258824,52.97764706,20.46235294
567,orientalis,1y,nov,1918,31.24658824,58.10745098,10.19176471,30.70870588,58.34078431,26.07803922,27.39105882,55.9854902,14.15372549
568,orientalis,ad,nov,1871,31.90164706,60.39019608,14.81019608,30.62682353,63.76705882,28.94313725,28.02776471,61.75254902,16.97607843
569,orientalis,ad,feb,1876,30.39670588,59.89215686,15.36823529,31.87764706,54.94745098,42.16235294,27.39529412,59.34980392,19.21607843
570,orientalis,ad,apr,1932,29.65835294,56.2572549,18.66509804,32.45082353,60.50078431,35.60117647,28.07576471,57.22784314,20.9827451
571,orientalis,NA,aug,1873,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,orientalis,ad,mar,1906,34.18164706,61.51647059,13.23137255,29.04,59.21176471,31.86745098,29.22352941,63.84,15.90470588
573,orientalis,ad,apr,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,orientalis,ad,apr,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,orientalis,NA,mar,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,orientalis,ad,jan,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,orientalis,ad,dec,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,orientalis,ad,dec,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,orientalis,NA,mar,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,orientalis,NA,mar,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,orientalis,NA,mar,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,orientalis,NA,mar,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,orientalis,NA,mar,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,orientalis,NA,dec,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,orientalis,ad,apr,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,orientalis,NA,apr,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA
